Ackley,1.1586933470401448E-4,2.454324447379955E-10,3.9968028886505635E-15,3.9968028886505635E-15,3.9968028886505635E-15,3.9968028886505635E-15,3.9968028886505635E-15,3.9968028886505635E-15,3.9968028886505635E-15,3.9968028886505635E-15,3.9968028886505635E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.878379099357213E-15,3.759955310063863E-15,3.759955310063863E-15,3.759955310063863E-15,3.759955310063863E-15,3.759955310063863E-15,3.759955310063863E-15,3.759955310063863E-15,3.523107731477162E-15,3.523107731477162E-15,3.523107731477162E-15,3.523107731477162E-15,3.523107731477162E-15,3.523107731477162E-15,3.523107731477162E-15,3.404683942183812E-15,3.167836363597112E-15,3.167836363597112E-15,3.049412574303762E-15,3.049412574303762E-15,3.049412574303762E-15,3.049412574303762E-15,3.049412574303762E-15,3.049412574303762E-15,2.930988785010412E-15,
Griewank,0.23455295156870457,0.06447861877794292,0.010499607195884598,0.005441740692121693,0.0053376216882075975,0.005337621688177959,0.005337621688177959,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,0.0053376216881779555,
Rastrigin,9.544299836047124,1.4522438420598878,0.6633060452511381,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,0.6633060380621932,
Schaffer_N2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Schwefel,442.19206606622197,94.75120899177466,94.75079496721222,94.75079496721207,94.75079496721202,94.75079496721202,94.75079496721202,94.75079496721202,94.75079496721202,94.75079496721199,94.75079496721199,94.75079496721199,94.75079496721199,94.75079496721199,94.75079496721199,94.75079496721199,94.75079496721199,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,94.75079496721196,
Bohachevsky_N2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sphere,5.455624199991018E-8,2.1108394141715235E-19,1.6129777320834998E-30,6.311280755068027E-42,2.4832874798496733E-53,2.3468966673520723E-64,5.621206347002215E-76,1.1437357245527489E-81,1.1436998950315156E-81,1.1436998950315156E-81,1.1436998950315156E-81,1.1436998950315156E-81,6.49874853274251E-82,3.146847731889003E-89,1.2964084659134336E-100,1.1530719988562693E-100,1.1530719988311931E-100,1.1530719988311931E-100,1.1530719988311931E-100,1.1530719988311931E-100,1.1530719988311931E-100,1.0376449611776276E-100,2.806199763380459E-103,2.806199758512507E-103,2.806199758512507E-103,2.806199758512507E-103,2.806199758512507E-103,2.806199758512507E-103,2.806199758512507E-103,4.680776787002362E-105,2.890920527038993E-106,2.8909205235930775E-106,2.8909205235930775E-106,2.8909205235930775E-106,2.8909205235930775E-106,2.8909205235930775E-106,2.8909205235930775E-106,2.2963492664354906E-106,2.2963492664354906E-106,2.2963492664354906E-106,2.2963492664354906E-106,2.2963492664354906E-106,2.2963492664354906E-106,2.2963492664354906E-106,2.2963492664354906E-106,2.2963492664354906E-106,2.2963492664354906E-106,2.2963492664354906E-106,2.2963492664354906E-106,2.2963492664354906E-106,
Sum_Squares,9.20389815153491E-9,1.345287431643863E-19,3.025713153418169E-30,3.3535403611988197E-41,3.993719032850047E-52,5.362627038054809E-63,8.78262965715304E-74,4.190117082672257E-80,4.1878132606498764E-80,4.187813260649846E-80,4.187813260649846E-80,4.187813260649846E-80,3.9878732725886895E-80,3.183082094746205E-87,3.5193253656466394E-98,2.155940087219536E-98,2.1559400867493363E-98,2.1559400867493363E-98,2.1559400867493363E-98,2.1559400867493363E-98,2.1559400867493363E-98,2.1559400867493363E-98,5.041743200554483E-103,5.012296658830448E-103,5.012296658830082E-103,5.012296658830082E-103,5.012296658830082E-103,5.012296658830082E-103,5.012296658830082E-103,1.280866128522396E-104,1.2803871784195254E-104,1.2803871784192093E-104,1.2803871784192093E-104,1.2803871784192093E-104,1.2803871784192093E-104,1.2803871784192093E-104,1.2803871784192093E-104,1.2803871784192093E-104,1.2803871784192093E-104,1.2803871784192093E-104,1.2803871784192093E-104,1.2803871784192093E-104,1.2803871784192093E-104,1.2803871784192093E-104,4.5399942111843986E-105,4.5399942111843986E-105,4.5399942111843986E-105,4.5399942111843986E-105,4.5399942111843986E-105,4.5399942111843986E-105,
Booth_N2,6.1310290327114204E-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Zakharov,2.3375934593858227,0.002104740135316533,7.494059666412046E-7,2.3373702612872837E-10,8.951411088251264E-14,2.8724104548770085E-17,1.2362153556176908E-20,1.8716396529161688E-22,1.8101433032356902E-22,1.8101279354116388E-22,8.913438748691813E-23,2.6499420334213155E-25,8.248532112633601E-29,2.823439064433725E-32,9.330044064769944E-36,5.095324270916517E-36,5.066722798803501E-36,5.066708918079786E-36,5.06670891627589E-36,5.0667089162753474E-36,3.125083144579482E-36,1.3139933420351648E-37,7.2141791026609555E-40,1.358763956374795E-40,1.3529775219668987E-40,1.3529763508025613E-40,1.3529763498316138E-40,1.352976349831286E-40,1.3529763498312859E-40,9.749207357059679E-41,6.07665988899486E-41,2.8858799296658834E-41,2.885225332981547E-41,2.885225243764205E-41,2.885225243731479E-41,2.8852252437314735E-41,2.8852252437314735E-41,2.8852252437314735E-41,2.8852252437314735E-41,2.8852252437314735E-41,2.8852252437314735E-41,2.8852252437314735E-41,2.8852252437314735E-41,6.656563795471634E-42,8.650117746573444E-44,8.650117746573444E-44,6.0404031478179E-45,5.871266292340713E-45,5.871221051460027E-45,5.87122104389613E-45,
